barName,phoneNumber,barLicense,bartenderID,State of Residence,
The Broken Drum/The Mended Drum — Ankh-Morpork in Terry Pratchett's Discworld,(560) 778-2982,FTVpRPv,9432288179,WV,
Black Horse — Whatever Happened to the Likely Lads?,(625) 465-1732,FSbCFtpGLeu,1640403494,ME,
 BBC radio series,(264) 539-9136,cMYudMPX,5432426638,DC,
 episode "Sunrise",(436) 324-8013,GtAhsVIaRzrFpRdFyKu,4224661961,WY,
The Ragged Flagon — The Elder Scrolls V: Skyrim (a den of thieves),(355) 737-3285,pdnra,4020957232,AR,
 episode "Charade",(662) 829-2701,WcwMNdMaoqOMTFnkd,2756397125,OK,
The Slaughtered Prince — Stardust (2007),(723) 313-3201,afDxrRGvwtyXePEgXeQ,0794545217,CT,
 2011 novel by David Foster Wallace,(975) 933-3468,qMkSBWbxC,0014165442,FL,
The Monkey Bar — Tales of the Gold Monkey,(724) 868-8104,aEFWCD,5029998347,ME,
Flanagan's Cocktails & Dreams — Cocktail,(622) 351-6088,GEtCTQBuBxHjLGQ,9484551319,ME,
 episode "Lone Gunmen",(264) 539-9136,diOKL,6715446378,MO,
Sandbox — How I Met Your Mother,(769) 400-2541,WcwMNdMaoqOMTFnkd,7614939036,CT,
The Old Haunt — Castle,(460) 330-2674,cEqJG,9930016471,CT,
 Being Human novels[1],(582) 640-5360,qzSQTQImakUPY,9744171933,OR,
 episode "The Snowmen",(232) 338-3323,FCRyIZ,3609943921,RI,
Gaston's — Beauty and the Beast (1991),(528) 438-3310,OdROrFvLjhfn,3593979935,KS,
Lusty Leopard — How I Met Your Mother,(826) 806-8072,SwUwIrksArHxRbOtsNv,3671561095,MO,
 Being Human novels[1],(331) 891-7914,RLukQlrxksjRjaYQjoZz,2086764523,AL,
The Moonrakers — Hobson's Choice,(979) 514-5679,KprmPIOxea,9174936081,HI,
Club Obi Wan — Indiana Jones and the Temple of Doom (1984),(643) 327-3798,LOqpHQoEJt,5435785539,LA,
China Coast — Alias Nick Beal,(818) 332-1000,mQKBM,0080205352,CA,
 episode "Gary Blauman",(967) 682-9571,DAhmibabDnJwATEbr,3951531607,MS,
The Last Chance Saloon — The Rifleman,(426) 765-3084,FCRyIZ,1286802520,CO,
The Shakespeare — Being Human,(528) 438-3310,zBVBeAKZJ,2700998104,DE,
E[edit],(955) 646-4001,SRuKBSBp,1793338015,FL,
SaxonwoldShebeen — Saxonwold,(547) 521-6601,iBaKq,5813562690,CO,
Crab Shack (formerly Ernie's Crab Shack) — My Name is Earl (2005),(967) 682-9571,FSbCFtpGLeu,5420105271,IL,
 Part 1 and Henry IV,(689) 942-6305,iBaKq,8558183829,AR,
Puzzles — How I Met Your Mother,(955) 646-4001,kJcaAxPMYjvHQnDIIe,2941976936,KS,
Titty Twister — From Dusk Till Dawn (1996),(350) 809-3855,aHViKlBpV,0301589794,AZ,
Fitzgerald's — Ballykissangel,(472) 299-8437,bjFBxlEu,7784303552,CO,
The Winchester Club — Minder,(825) 805-7288,MRnQNysKkV,0301589794,MO,
The Silver Dollar Saloon — Bonanza,(826) 806-8072,cUngxdbxvBlCMrdn,5924522008,NE,
Maxwell's Nightclub (Metropolis) — Smallville,(662) 829-2701,WXPCsQIopsQIHw,8522558422,WI,
The Drunken Huntsman — The Elder Scrolls V: Skyrim,(576) 833-3441,VxpLUTXUXt,7053912887,RI,
Milliway's — Restaurant at the End of the Universe,(707) 438-9674,KPFgmVWDzrQOv,9724398631,WY,
Dal Riata — Lost Girl,(603) 274-9446,VLoofM,2941976936,MA,
Club Sugar Ray — Harlem Nights (1989),(426) 765-3084,sgtypZkWoNINUlZd,4219905182,SD,
The Domain of the King Bar and Grille — Mostly Harmless,(380) 686-6955,eeKcKFZpMOQTNty,9920364657,MO,
 a short 1958 sci-fi novel by Fritz Leiber,(967) 682-9571,GEtCTQBuBxHjLGQ,2370221807,NY,
 The Green Lantern — The Long Goodbye,(976) 658-8811,cyBAsWWMXXvUDdt,7808949929,MA,
The Dog in the Pond — Hollyoaks,(769) 400-2541,WcwMNdMaoqOMTFnkd,6117695166,MO,
F[edit],(455) 269-3147,FCRyIZ,9337324603,AZ,
Joe's — Grey's Anatomy,(828) 959-1289,DuHTDrfngt,4756266395,OR,
The Mohune Arms — Moonfleet,(787) 677-3966,iBaKq,2263911885,TN,
H[edit],(756) 914-1573,qFZyr,9351563781,AK,
The Hip Joint — Futurama (1999),(436) 324-8013,eeKcKFZpMOQTNty,5113083325,HI,
Titty Twister — From Dusk Till Dawn (1996),(622) 286-1124,aEFWCD,9025990443,UT,
 by Raymond Chandler,(902) 940-6870,cJjtLirPRbzKXQTWfxc,4022756076,UT,
The Old Haunt — Castle,(643) 327-3798,KWTdwvIgBmWrY,0366988683,NH,
Stan Mikita's Donuts — Wayne's World (1992),(704) 229-7495,kJcaAxPMYjvHQnDIIe,7805932965,DE,
Wandin Valley RSL — A Country Practice,(407) 486-9848,VLoofM,8329350348,NV,
The Rabennest (Raven's Nest) — Wolfenstein,(204) 853-6634,qLxhsiLTDCGrMCxNIFoJ,6073089207,OK,
Muggy's — Fangirl,(641) 932-8291,JbEMvY,5298440434,GA,
 Hackney),(711) 586-4308,XAhHVTjjTQFJcMG,6276724566,OR,
 episode "Fast Enough",(802) 900-9835,mQKBM,5726178058,AL,
The Learned Goat — Bone Tomahawk,(341) 264-1421,XQkoxDNpYnXfX,9630792305,NE,
The King and Queen Tavern — The Elder Scrolls IV: Oblivion,(223) 451-6214,KPFgmVWDzrQOv,1281356058,MO,
Bo Ling Chop Suey Palace — A Christmas Story,(965) 594-3244,ciazPsbeywuBYM,7285477992,ND,
Noah's Bar — Home and Away,(341) 264-1421,PdosmDgiHf,3386367603,MN,
Founding Fathers — Bones,(622) 286-1124,tUXtZFqgoabz,3451193782,MO,
The Red Boot Pub — Grounded for Life,(281) 658-1479,nPZeeNQPmHaswXYmQS,9570124932,AL,
The Eolian - The Kingkiller Chronicle,(502) 440-3222,MswgVNVjY,2542055697,WI,
The Hip Joint — Futurama (1999),(281) 658-1479,ZlTKonSjwG,4907333401,FL,
The Brick — Northern Exposure,(472) 299-8437,YTXhp,9835347375,AZ,
Fitzgerald's — Ballykissangel,(817) 225-3731,DuHTDrfngt,7470293780,IN,
Puzzles — How I Met Your Mother,(460) 660-9681,SGoCjsapEP,1067489922,MO,
The Brick — Northern Exposure,(231) 773-3676,RLukQlrxksjRjaYQjoZz,9718804992,AZ,
Free the Paedos — Super Hans' suggested pub name in Peep Show,(288) 738-6276,KWTdwvIgBmWrY,9119398592,DE,
Fool and Bladder — Sir Henry at Rawlinson End,(787) 677-3966,FCRyIZ,3012087811,AR,
Rosie's Bar — M*A*S*H,(204) 853-6634,VLoofM,7784303552,MS,
Shooters — Melrose Place,(380) 686-6955,vIXwFY,5259959358,AZ,
 by Kingsley Amis [3],(539) 216-4373,mIJDLo,9151817891,CT,
The Jockey — Shameless,(687) 952-8834,MRnQNysKkV,1411950450,VT,
Central Perk — Friends,(724) 868-8104,XQkoxDNpYnXfX,3666667520,WY,
The Ivy Bush — in the Westfarthing of the Shire,(519) 256-1779,WjpUBVYFy,2352267196,VA,
Greely's — Unforgiven (1992),(689) 942-6305,PAasBYvBr,0182215619,DE,
The Bannered Mare — The Elder Scrolls V: Skyrim,(408) 308-1637,hGaNlarkleHyZdogWymi,6031820958,AZ,
The Hand & Racquet,(332) 815-7645,mIJDLo,1279307504,DE,
Seagrass — Arrow,(788) 308-2578,GtAhsVIaRzrFpRdFyKu,0518869218,PA,
Weatherfield Arms (known as the "Weathy Arms") — Coronation Street,(603) 274-9446,FSbCFtpGLeu,2973407016,MO,
McGinty's — Frasier (Martin Crane's hangout after Duke's pub is closed down),(426) 765-3084,aEFWCD,5474242729,CT,
The Oak and Crosier — The Elder Scrolls IV: Oblivion,(707) 438-9674,DkgnmDV,0550224626,NH,
The Downy Pelican — Poet's Pub (1949),(582) 640-5360,rwmsoZ,8613036065,RI,
The Tropicana — I Love Lucy,(723) 313-3201,FUnaI,2756397125,AK,
Torchy's — Streets of Fire (1984),(625) 465-1732,SRuKBSBp,0901225850,GA,
The Green Dragon in Hobbiton — Lord of the Rings,(756) 914-1573,UXrEXjkEpnEKPdGPDos,1858765937,MI,
The Smack — Rapscallion by James McGee,(436) 324-8013,SwUwIrksArHxRbOtsNv,2984168273,MO,
Jack's Crocodile Bar -- "Where deals are made over a beer and a bite." -- "American Gods",(603) 274-9446,DAhmibabDnJwATEbr,7614939036,WY,
Harry Hope's Saloon — The Iceman Cometh,(436) 324-8013,GHMrHDaeiC,6330961604,ND,
The Silent Woman — The Scarecrow of Romney Marsh,(975) 933-3468,mIJDLo,6766824727,MN,
The Six Jolly Fellowship Porters — Our Mutual Friend,(287) 479-2490,eeKcKFZpMOQTNty,7975858563,WY,
The Flying Horse — Coronation Street's other pub,(787) 677-3966,rwmsoZ,9842294384,CT,
The Fisherman's Arms — Stormbreaker by Anthony Horowitz,(288) 738-6276,FSbCFtpGLeu,0555389941,ME,
Vesuvio — The Sopranos,(643) 327-3798,isIlxQggMbzmyWDeS,9723017508,MO,
Maxwell's Nightclub (Metropolis) — Smallville,(689) 942-6305,GGUvjYZmxSTgxhCa,9831880429,NH,
The Ragged Flagon — The Elder Scrolls V: Skyrim (a den of thieves),(662) 829-2701,CidYnE,1414998137,ME,
Friendsy's — Seeking a Friend for the End of the World,(641) 932-8291,qMkSBWbxC,9899496153,CA,
The Hound Pits Pub — Dishonored,(250) 665-7321,iBaKq,5136500408,AK,
The Moon Under Water — "The Moon Under Water",(259) 385-7742,FCRyIZ,5432426638,MO,
The Cat & Fiddle — the other pub in The Archers,(722) 370-6001,PdosmDgiHf,1212456875,WV,
The Punch Tavern — Oblivion by Anthony Horowitz,(664) 905-7176,FTVpRPv,0200004554,MO,
 episode "Legacies",(288) 738-6276,aHViKlBpV,2243830879,FL,
 after which he frequents McGinty's),(444) 648-9036,SRuKBSBp,1077180347,MT,
Fangtasia — True Blood (2008),(460) 660-9681,pdnra,1331777689,MA,
The Goat — Raven's Gate by Anthony Horowitz,(301) 623-6286,GHMrHDaeiC,7560679288,AL,
Vesuvio — The Sopranos,(339) 382-8591,PIlFxWMCFMgzWYhpebtP,3414779406,TN,
Titty Twister — From Dusk Till Dawn (1996),(902) 940-6870,aHViKlBpV,9988476752,OR,
 episode "The Lighthouse",(826) 664-5436,PAasBYvBr,7650267558,ND,
Rovers Return Inn — Coronation Street,(539) 216-4373,KprmPIOxea,9205837808,SD,
 episode "Day One",(455) 269-3147,ZlTKonSjwG,4181765929,NY,
Jenny's — Still Game,(643) 327-3798,znNiblgEAF,4515779485,GA,
 episode "Day One",(817) 225-3731,mQKBM,0123789056,SD,
The Three Broomsticks — Harry Potter series,(321) 556-9661,vIXwFY,6088039665,ND,
The Tall Ship — River City,(634) 295-8630,hNfavOCVeivafVmk,3259741419,CT,
Greely's — Unforgiven (1992),(264) 539-9136,GtAhsVIaRzrFpRdFyKu,4337496052,OR,
The Ragged Flagon — The Elder Scrolls V: Skyrim (a den of thieves),(967) 682-9571,MbPHymLleVRzlRyPxzp,0811907911,MO,
The Last Resort — Total Recall (1990),(307) 875-2404,cJjtLirPRbzKXQTWfxc,7278644691,CT,
The Admiral Benbow Inn — Treasure Island,(634) 295-8630,iBaKq,0396231617,HI,
Dog And Duck — No Angels (2004-2006),(287) 479-2490,YtbUcQIVtbFRN,3615562136,NE,
Sandbox — How I Met Your Mother,(625) 465-1732,GepHphxGkVGmYJ,1547833600,AK,
Free the Paedos — Super Hans' suggested pub name in Peep Show,(281) 658-1479,GEtCTQBuBxHjLGQ,9840939358,LA,
The Lamb & Flag — Bottom (1991-1995),(339) 382-8591,SwUwIrksArHxRbOtsNv,7442136684,CT,
 1979 song by Rupert Holmes,(582) 640-5360,nPZeeNQPmHaswXYmQS,9182638865,TN,
Bunnys — The Young Doctors,(817) 225-3731,DuHTDrfngt,2925821313,MD,
The Fiesty Goat Pub — Eurotrip,(482) 523-1438,UXrEXjkEpnEKPdGPDos,6212850786,MS,
The Drunken Dragon Inn — The Elder Scrolls IV: Oblivion,(232) 338-3323,KWTdwvIgBmWrY,4255957972,FL,
The Nag's Head — Only Fools and Horses,(331) 891-7914,afDxrRGvwtyXePEgXeQ,8463778981,VT,
China Coast — Alias Nick Beal,(967) 682-9571,lQEfrLg,2338528809,ND,
Jack's Crocodile Bar -- "Where deals are made over a beer and a bite." -- "American Gods",(825) 805-7288,vVjjt,6194222166,DC,
Milliway's — Restaurant at the End of the Universe,(321) 556-9661,MRnQNysKkV,7096273938,CO,
Playaz Club — 1994 song of the same title by Rappin' 4-Tay,(539) 951-9381,VxpLUTXUXt,3127457809,IL,
The Spotted Dog — Game On,(536) 610-7655,isIlxQggMbzmyWDeS,3813614381,WY,
Korova Milk Bar — A Clockwork Orange,(407) 486-9848,QsDhvI,9671829797,SD,
The Boom Boom Room — Life (1999),(436) 324-8013,vIXwFY,8467446549,IL,
The Bronze — Buffy the Vampire Slayer (1997),(407) 486-9848,heQJVn,3371900497,FL,
The Sole Regret — Bastion video game,(625) 465-1732,aEFWCD,1432211442,NH,
The Tall Ship — River City,(851) 705-8483,afDxrRGvwtyXePEgXeQ,4432761199,HI,
Dorsia — American Psycho (2000),(582) 640-5360,FTVpRPv,1088128035,WI,
The Oak and Crosier — The Elder Scrolls IV: Oblivion,(622) 351-6088,FUnaI,6563161725,NC,
The Flowing Bowl — The Elder Scrolls IV: Oblivion,(643) 327-3798,lQEfrLg,5728181053,KS,
The Admiral Benbow Inn — Treasure Island,(902) 940-6870,cMYudMPX,6134760461,NY,
The Dog and Dart — Mount Pleasant,(536) 610-7655,KWTdwvIgBmWrY,3962032755,AR,
McGinty's — Frasier (Martin Crane's hangout after Duke's pub is closed down),(826) 664-5436,UXrEXjkEpnEKPdGPDos,2624700581,OR,
 a series of neo-noir comics by Frank Miller,(560) 778-2982,aHViKlBpV,9596301410,AZ,
Flanahan's Hole — Community,(350) 809-3855,EIQnqBUjwIxS,8017396686,ME,
 30 High Street,(723) 313-3201,cMYudMPX,5397861344,MA,
Sandbox — How I Met Your Mother,(376) 359-2019,XQkoxDNpYnXfX,0435395123,AR,
The Three Sisters' Inn — The Elder Scrolls IV: Oblivion,(281) 658-1479,qMkSBWbxC,1787863798,IN,
Titty Typhoon — Danganronpa 2: Goodbye Despair,(334) 594-9500,CidYnE,8900860022,NE,
000 Streets Under the Sky by Patrick Hamilton,(643) 327-3798,OdROrFvLjhfn,6488946823,OR,
Colonial Taphouse — Fallout 4,(724) 868-8104,GepHphxGkVGmYJ,8747855559,ME,
 in Peep Show,(704) 229-7495,cMYudMPX,0435913547,AR,
The Grey Mare — The Elder Scrolls IV: Oblivion,(502) 440-3222,MswgVNVjY,2194801050,NE,
Underworld Tavern - Deus Ex,(288) 738-6276,SGoCjsapEP,6089096383,UT,
F[edit],(634) 295-8630,aHViKlBpV,6719590441,DE,
The Pilgrim's Rest — The Elder Scrolls III: Morrowind,(641) 932-8291,RLukQlrxksjRjaYQjoZz,8176722047,NC,
The Aidensfield Arms — Heartbeat,(440) 321-3100,cMYudMPX,0879497903,NE,
Vesuvio — The Sopranos,(457) 701-7964,MbPHymLleVRzlRyPxzp,8255458933,DE,
Cooper's — King of Queens,(339) 382-8591,PdosmDgiHf,8086288410,ME,
Louie's — TaleSpin,(472) 299-8437,YTXhp,9745705475,CA,
Alibi Bar — Nick Knatterton,(307) 875-2404,rwmsoZ,1419233143,NV,
 a series of contemporary fantasy/mystery novels written by Jim Butcher,(724) 868-8104,EXsxJQS,3163526240,NH,
Candlehearth Hall — The Elder Scrolls V: Skyrim,(444) 648-9036,SRuKBSBp,0010421363,GA,
St. Elmo's Bar — St. Elmo's Fire (1985),(407) 486-9848,bNQVwc,7054301340,WY,
The Wakeley Arms — Straw Dogs,(924) 289-8402,cJjtLirPRbzKXQTWfxc,7354424597,IL,
The Last Resort — Total Recall (1990),(872) 487-4928,ZlTKonSjwG,4219905182,VA,
Tabard — The Canterbury Tales by Geoffrey Chaucer,(817) 225-3731,rFEMAicf,7966271662,PA,
The Intersection — How I Met Your Mother,(408) 308-1637,FCRyIZ,3843932916,ND,
Rick's Café Américain — Casablanca,(408) 308-1637,yvsxNzBUG,8430038446,OR,
 East Cheam — Hancock's Half Hour,(287) 479-2490,OdROrFvLjhfn,8467446549,VT,
The Grasshopper — The Titfield Thunderbolt,(976) 658-8811,XRtnbKONdDCKGhO,6013289529,CT,
Palace Saloon (1885) — Back to the Future Part III (1990),(457) 701-7964,mIJDLo,9721928062,OR,
H[edit],(287) 479-2490,ciazPsbeywuBYM,3323627185,MS,
The Goat — Raven's Gate by Anthony Horowitz,(436) 324-8013,qzSQTQImakUPY,9903896855,DC,
Muggy's — Fangirl,(817) 225-3731,JbEMvY,6917047353,IN,
Tavern — Over the Garden Wall (2014 miniseries),(874) 648-1708,vIXwFY,0215192309,AL,
Ten Forward — Star Trek: The Next Generation,(843) 876-7257,CidYnE,8279971309,FL,
The Grey Mare — The Elder Scrolls IV: Oblivion,(622) 351-6088,YtbUcQIVtbFRN,1053351632,UT,
Salty Sailor Tavern — World of Warcraft,(576) 833-3441,DAhmibabDnJwATEbr,9333038794,CT,
MacLaren's Pub — How I Met Your Mother (2005),(436) 324-8013,cUngxdbxvBlCMrdn,4588346221,IL,
Wonder Bar — Wonder Bar (1934),(334) 594-9500,LgMkLnhFuAet,7645348209,NY,
 starring James Stewart,(625) 465-1732,ZlTKonSjwG,4313818315,MO,
Underworld Tavern - Deus Ex,(376) 359-2019,qzSQTQImakUPY,5223553036,DE,
The Clansman — Still Game,(603) 274-9446,FUnaI,6770058128,DC,
The Old Haunt — Castle,(622) 286-1124,GGUvjYZmxSTgxhCa,9245665979,WV,
 on his second album Don't Fight the Feelin',(219) 941-6646,GEtCTQBuBxHjLGQ,3063455326,MO,
The Broken Drum/The Mended Drum — Ankh-Morpork in Terry Pratchett's Discworld,(965) 594-3244,JbEMvY,5880943803,CA,
The Lost Lady Saloon — The Outlaw Josey Wales,(975) 933-3468,GuAMjsGVN,6478558246,DC,
Kadie's Club Pecos — Sin City,(389) 877-7945,XAhHVTjjTQFJcMG,6132730374,CO,
The Drunken Clam — the bar and primary haunt of Peter Griffin in Family Guy,(281) 658-1479,iBaKq,8863772057,PA,
The Lion and Unicorn — The Long Good Friday (1980),(826) 664-5436,nPZeeNQPmHaswXYmQS,7678816118,MO,
The Drunken Clam — the bar and primary haunt of Peter Griffin in Family Guy,(335) 720-9904,rwmsoZ,6697041549,NH,
B[edit],(972) 769-2769,FTVpRPv,6740163911,CA,
 by Raymond Chandler,(874) 648-1708,FUnaI,8446978613,ND,
 episode "The Snowmen",(622) 286-1124,mIJDLo,0128550317,MN,
 episode "Partners in Crime",(259) 385-7742,DuHTDrfngt,7457219646,CO,
 episode "Challenge Accepted",(902) 940-6870,KPFgmVWDzrQOv,7470991181,AR,
The Dog and Partridge — Dad's Army,(711) 586-4308,SGoCjsapEP,6535191513,NC,
Talon — Smallville (2001),(723) 313-3201,DkgnmDV,7834087165,LA,
The Five Claws Lodge — The Elder Scrolls IV: Oblivion,(769) 400-2541,cMYudMPX,9124577887,NY,
The Foaming Flask — The Elder Scrolls IV: Oblivion,(625) 465-1732,tjqMIvvNtxlPYAPEsB,2886441643,CA,
Old Prospector Saloon — Fallout: New Vegas,(975) 933-3468,KprmPIOxea,9624711597,AL,
The Broken Drum/The Mended Drum — Ankh-Morpork in Terry Pratchett's Discworld,(969) 543-6991,vIXwFY,5528297298,AR,
The Broken Stool — The Cleveland Show,(331) 891-7914,cyBAsWWMXXvUDdt,4271592468,MN,
Old Prospector Saloon — Fallout: New Vegas,(722) 370-6001,diOKL,8040353249,TN,
McGinty's — Early Edition (1996),(872) 487-4928,JbEMvY,7771304555,DE,
Mad Dog Saloon — Bill & Ted's Excellent Adventure,(341) 264-1421,DuHTDrfngt,7339246954,ME,
Underworld Tavern - Deus Ex,(582) 640-5360,rwmsoZ,8249911374,HI,
The Domain of the King Bar and Grille — Mostly Harmless,(584) 288-2248,LOqpHQoEJt,1823909019,CT,
Underworld Tavern - Deus Ex,(584) 288-2248,OdROrFvLjhfn,6774905867,CO,
McGinty's — Boondock Saints (1999),(355) 737-3285,afDxrRGvwtyXePEgXeQ,8789113490,MT,
Gaston's — Beauty and the Beast (1991),(902) 940-6870,DuHTDrfngt,4904902596,MO,
 Hackney),(426) 765-3084,afDxrRGvwtyXePEgXeQ,6679780081,UT,
The Slaughtered Prince — Stardust (2007),(582) 640-5360,iBaKq,6275665400,TN,
The Swan & Paedo — a compromise proposal,(281) 658-1479,hGaNlarkleHyZdogWymi,7935014727,HI,
Silver-Blood Inn — Skyrim,(874) 648-1708,zBVBeAKZJ,8452035653,NV,
 by Kingsley Amis [3],(547) 521-6601,pdnra,2504879720,MA,
The Malt Shovel — formerly the other pub in Emmerdale,(288) 738-6276,rwmsoZ,9121529975,WV,
Fitzgerald's — Ballykissangel,(436) 324-8013,VLoofM,9658853290,WV,
Paddy's Pub — It's Always Sunny in Philadelphia,(457) 701-7964,GepHphxGkVGmYJ,3143150364,NE,
The Eolian - The Kingkiller Chronicle,(562) 507-7384,aUUUnZbWGQXgqa,5351026410,CT,
Low Point — How I Met Your Mother,(440) 321-3100,FUnaI,4112136361,CO,
The Orange Tree — Teachers (2004),(560) 778-2982,SwUwIrksArHxRbOtsNv,2542291637,HI,
 90210 (1990),(547) 521-6601,qLxhsiLTDCGrMCxNIFoJ,4467610627,TN,
Mr. Pubbs — Cheers,(972) 769-2769,WXPCsQIopsQIHw,3701454666,CA,
 episode "Roulette",(826) 664-5436,SRuKBSBp,0505039336,NC,
 episode "Lone Gunmen",(724) 868-8104,mUkZaCztpHVIXTV,3018598876,IA,
Mulberry Street Bar — The Godfather Part III,(662) 829-2701,JbEMvY,3192969298,NY,
MacLaren's Pub — How I Met Your Mother (2005),(444) 648-9036,sgtypZkWoNINUlZd,7390663389,NY,
 1979 song by Rupert Holmes,(662) 829-2701,siiWmYqPTHuJwxoP,8402067321,HI,
Lucky Lockup — The Elder Scrolls III: Morrowind,(519) 256-1779,KWTdwvIgBmWrY,3494110996,UT,
Shooters — Melrose Place,(502) 440-3222,XRtnbKONdDCKGhO,9941767588,NY,
Inn of the Last Home — Dragonlance,(264) 539-9136,qzSQTQImakUPY,0194107171,CO,
Louie's — TaleSpin,(457) 701-7964,rwmsoZ,9379970750,MO,
The Railway Arms — Life on Mars,(828) 959-1289,WXPCsQIopsQIHw,6573075726,ND,
The Alibi Room — Shameless,(502) 440-3222,mUkZaCztpHVIXTV,7608094973,SD,
Verdant — Arrow (2012),(259) 385-7742,bjFBxlEu,8653144252,SD,
Black Horse — Whatever Happened to the Likely Lads?,(339) 382-8591,RLukQlrxksjRjaYQjoZz,2936103879,ME,
The Pool Hall (Pleasure Island) — Pinocchio (1940),(334) 594-9500,kJcaAxPMYjvHQnDIIe,5761582841,MS,
The Venusville Bar — Total Recall (1990),(457) 701-7964,afDxrRGvwtyXePEgXeQ,8512147009,UT,
Bodarks Bus Stop Restaurant — Starman (1984),(426) 765-3084,FTVpRPv,5218154512,AL,
Wonder Bar — Wonder Bar (1934),(444) 648-9036,GtAhsVIaRzrFpRdFyKu,0169593932,NH,
Korova Milk Bar — A Clockwork Orange,(310) 376-9557,XRtnbKONdDCKGhO,7749516724,LA,
The Archer — Two Pints of Lager and a Packet of Crisps (2001-2011),(976) 658-8811,eeKcKFZpMOQTNty,7654747626,NH,
Frostfruit Inn — The Elder Scrolls V: Skyrim,(622) 286-1124,NdjjugTHnGG,7223696535,FL,
McGinty's — Boondock Saints (1999),(528) 438-3310,EIQnqBUjwIxS,5953066521,AL,
 by Thomas Hardy,(502) 440-3222,VxpLUTXUXt,4521474722,GA,
The Moonrakers — Hobson's Choice,(350) 809-3855,KWTdwvIgBmWrY,7032072837,NY,
Trees Lounge — Trees Lounge,(788) 308-2578,FTVpRPv,1874596790,OR,
The Rabennest (Raven's Nest) — Wolfenstein,(539) 951-9381,diOKL,9244869569,CO,
